game_id,transcript,result,player_one,player_two,player_one_time,player_two_time,player_one_score,player_two_score,player_one_illegal_moves,player_two_illegal_moves,player_one_legal_moves,player_two_legal_moves,player_one_resignation,player_two_resignation,player_one_failed_to_find_legal_move,player_two_failed_to_find_legal_move,game_title,number_of_moves,time_taken,total_moves,illegal_moves
1765993197-7028,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 d6 2. d4 e5 3. dxe5 Nd7 4. exd6 Bxd6 5. Nf3 a5 6. Bc4 Ngf6 7. O-O Qe7 8. Nc3 O-O 9. Bg5 Ne5 10. Nd5 Qe8 11. Nxf6+ gxf6 12. Bxf6 Nxc4 13. Qd4 b5 14. Bh8 f6 15. Bxf6 Bg4 16. e5 Rxf6 17. exf6 Bxf3 18. gxf3 Kf7 19. Qd5+ Kxf6 20. Rae1 Qg8+ 21. Qxg8 Rxg8+ 22. Kh1 Rg5 23. Rg1 Rh5 24. Rg2 Nxb2 25. Reg1 Kf5 26. Rg8 Rxh2#",0-1,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 3,,2.0,0.0,1.0,0,0,26,26,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 3,27,135.6476333141327,26,0
1765993339-3680,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. d3 b5 6. Bb3 Be7 7. a4 Bb7 8. axb5 axb5 9. Rxa8 Qxa8 10. Bg5 O-O 11. O-O d6 12. Na3 b4 13. Nb5 Qc8 14. Nh4 Nd4 15. Bxf6 Bxf6 16. Nxd4 exd4 17. Nf5 g6 18. Nh6+ Kg7 19. Ng4 Be5 20. f4 Bf6 21. f5 Bg5 22. h4 Bxh4 23. Qc1 Qd8 24. f6+ Kh8 25. Qh6 Bxf6 26. Nxf6 Qxf6 27. Qxf8#",1-0,Stockfish 3,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,1.0,0.0,0,0,27,27,False,False,False,False,Stockfish 3 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,27,142.3695342540741,27,0
1765993707-5555,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e6 2. d4 c5 3. d5 exd5 4. exd5 d6 5. c4 Nd7 6. Nc3 g6 7. Nf3 Ndf6 8. Bd3 Qe7+ 9. Be3 Ng4 10. O-O Nxe3 11. fxe3 Bg7 12. e4 Nh6 13. Qd2 Bd7 14. Rae1 f6 15. e5 fxe5 16. Ng5 Rd8 17. Ne6 Bc8 18. Nxg7+ Qxg7 19. Ne4 Nf5 20. Qg5 h6 21. Qf6 Qxf6 22. Nxf6+ Ke7 23. Ne4 Nd4 24. Rf6 Bf5 25. Rf1 h5 26. h3 Rhg8 27. g4 hxg4 28. hxg4 Rg7 29. gxf5 gxf5+ 30. Kf2 Rdg8 31. Rxd6 fxe4 32. Bxe4 Rf7+ 33. Ke1 Rxf1+ 34. Kxf1 Kxd6 35. Kf2 Rg4 36. Ke3 Rf4 37. Bf3 Nxf3 38. Kd3 Nd4 39. Kc3 Rf5 40. b4 Rf2 41. bxc5+ Kxc5 42. Kd3 Re2 43. Kc3 Re3+ 44. Kd2 Re2+ 45. Kd3 Rg2 46. Ke4 Re2+ 47. Kd3 e4+ 48. Kc3 a5 49. a3 a4 50. d6 Rc2#",0-1,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 3,,2.0,0.0,1.0,0,0,50,50,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 3,51,367.32420897483826,50,0
1765993959-1337,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. Nc3 Nc6 3. Be2 Nf6 4. Nf3 Bc5 5. O-O d6 6. Bb5 Bd7 7. d3 a6 8. Bxc6 Bxc6 9. Be3 Bxe3 10. fxe3 O-O 11. Qe1 Re8 12. Qg3 d5 13. exd5 Nxd5 14. Nxd5 Bxd5 15. b3 Bxf3 16. gxf3 Qd6 17. Kh1 Re6 18. Rf2 Rg6 19. Qh4 Re8 20. a3 Ree6 21. Qe4 Rh6 22. Rg1 Reg6 23. Rxg6 Rxg6 24. Qb4 Qxb4 25. axb4 Rb6 26. c3 Rc6 27. Rc2 Rd6 28. d4 exd4 29. exd4 Rf6 30. Kg2 Rg6+ 31. Kf2 Rh6 32. Kg3 Rg6+ 33. Kf2 Rh6 34. Kf1 Rf6 35. Ke2 Re6+ 36. Kd1 Rf6 37. Re2 Rxf3 38. Re8#",1-0,Stockfish 3,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,1.0,0.0,0,0,38,38,False,False,False,False,Stockfish 3 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,38,252.11301064491272,38,0
1765994308-8094,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 c5 2. Nf3 e6 3. d4 Be7 4. d5 exd5 5. exd5 Qc7 6. c4 d6 7. Nc3 a6 8. Bd3 Nd7 9. O-O h6 10. Re1 Ngf6 11. Bf4 Kf8 12. Qe2 Qd8 13. Ne4 Ne8 14. Ng3 Ndf6 15. Nf5 Bxf5 16. Bxf5 Ng8 17. Rad1 g6 18. Bh3 b6 19. Nd2 Ngf6 20. Ne4 Ng7 21. Nxf6 Bxf6 22. Qf3 h5 23. Qg3 Be7 24. Re2 Kg8 25. Rde1 Ra7 26. Bg5 Bxg5 27. Qxg5 Qxg5 28. Re8+ Nxe8 29. Rxe8+ Kg7 30. Re1 Qd2 31. Rf1 Re7 32. g3 Qxb2 33. Bg2 Re2 34. h4 a5 35. Bf3 Rc2 36. Kg2 Rd2 37. Be4 Re8 38. Bf3 Re5 39. Be4 Rxe4 40. Kf3 Rde2 41. Kg2 Rd2 42. Kf3 Rde2 43. Kg2 Rd2 44. Kf3 Re1 45. Rxe1 Rxf2+ 46. Ke3 Qd2+ 47. Ke4 Qd4#",0-1,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 3,,2.0,0.0,1.0,0,0,47,47,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 3,48,349.46593046188354,47,0
1765994511-8479,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. d4 d5 2. Bf4 Nf6 3. Nf3 e6 4. Nbd2 Bd6 5. e3 Bxf4 6. c4 Bd6 7. g4 dxc4 8. a3 Nxg4 9. Nxc4 Nf6 10. Nfe5 Bxe5 11. Rg1 Bd6 12. Rxg7 Rg8 13. Rxg8+ Nxg8 14. Qh5 Nf6 15. Qh4 Be7 16. f4 Ne4 17. Qxh7 Nf6 18. Qh4 Ne4 19. Qh8+ Bf8 20. Ne5 Qf6 21. Qh3 Nd7 22. Bd3 Nxe5 23. dxe5 Qg6 24. Bxe4 Qxe4 25. O-O-O Bd7 26. Rg1 O-O-O 27. Rg8 Bc6 28. Qg4 Qxe3+ 29. Kb1 Qd3+ 30. Kc1 Qd2+ 31. Kb1 Be4+ 32. Ka2 Bd5+ 33. Kb1 Qd3+ 34. Kc1 Bb3 35. Qf5 Qd1#",0-1,Stockfish 3,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,0.0,1.0,0,0,35,35,False,False,False,False,Stockfish 3 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,36,202.2881624698639,35,0
1765994913-9124,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. Nf3 Nf6 3. Nc3 Bb4 4. d3 Qe7 5. Bd2 O-O 6. Be2 d6 7. O-O Ba5 8. a3 c6 9. b4 Bc7 10. Bg5 h6 11. Bh4 Nbd7 12. d4 Re8 13. d5 Nf8 14. dxc6 g5 15. Nxg5 Ng6 16. Nf3 Nxh4 17. Nxh4 Bb6 18. Nf5 Bxf5 19. exf5 bxc6 20. Bf3 Bd4 21. Qd3 Rec8 22. Rad1 d5 23. Ne2 Bb6 24. Ng3 Kh7 25. Nh5 Rg8 26. Nxf6+ Qxf6 27. c4 e4 28. Bxe4 dxe4 29. Qxe4 Rae8 30. Qf3 Re5 31. c5 Bc7 32. Rd7 Bb8 33. Rfd1 Rxf5 34. Qe4 Rg6 35. Rd8 Bc7 36. R8d7 Bb8 37. Rb7 Rxf2 38. Rxb8 h5 39. Rbd8 h4 40. R8d6 Qe7 41. Qxe7 Rgxg2+ 42. Kh1 Rxh2+ 43. Kg1 Rhg2+ 44. Kh1 Rh2+ 45. Kg1 Rhg2+ 46. Kh1 Rh2+ 47. Kg1 Rfg2+ 48. Kf1 Rg1+ 49. Kxg1 Kg7 50. Kxh2 a6 51. Rg1+ Kh7 52. Qxf7+ Kh8 53. Rd8#",1-0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 3,,2.0,1.0,0.0,0,0,53,53,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 3,53,402.1156916618347,53,0
1765995833-4092,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. a4 e5 2. e4 Nf6 3. Nf3 Nc6 4. Bb5 d6 5. d4 exd4 6. Nxd4 Bd7 7. a5 Nxd4 8. Bxd7+ Qxd7 9. Qxd4 Be7 10. Nc3 O-O 11. Bd2 Rfe8 12. O-O Bf8 13. Nd5 Nxd5 14. exd5 Qf5 15. Rac1 Re4 16. Qd3 Rae8 17. f3 R4e5 18. Qxf5 Rxf5 19. c4 Re2 20. Rf2 Rfe5 21. b4 g6 22. Kf1 Rxf2+ 23. Kxf2 Bg7 24. Be3 a6 25. Rb1 f5 26. b5 axb5 27. Bd4 Re8 28. Ba7 bxc4 29. Rxb7 c3 30. Rxc7 Ra8 31. Bb6 Be5 32. Ke1 Rb8 33. Kd1 Ra8 34. Ke2 Rb8 35. Kd1 Ra8 36. Rc6 Kf7 37. Kc2 Ke7 38. Rc7+ Ke8 39. Rxh7 Rc8 40. f4 Bxf4 41. a6 Be5 42. Rb7 Ra8 43. Ra7 Rxa7 44. Bxa7 Kd7 45. Bf2 Kc7 46. h3 Kb8 47. Bb6 Ka8 48. Kd3 Kb8 49. g4 fxg4 50. hxg4 Ka8 51. Bg1 Kb8 52. Bb6 Ka8 53. Bf2 Kb8 54. Be3 Ka8 55. Bf2 Kb8 56. Bg1 Ka8 57. Kc2 Kb8 58. Kb3 Ka8 59. Bf2 Kb8 60. Bg1 Ka8 61. Bf2 Kb8 62. Be3 Ka8 63. Bg1 Kb8 64. g5 Ka8 65. Kc2 Kb8 66. Kd3 Ka8 67. Bb6 Kb8 68. Bg1 Ka8 69. Ke2 Kb8 70. Bf2 Ka8 71. Bb6 Kb8 72. Bf2 Ka8 73. Kd3 Kb8 74. Bg1 Ka8 75. Bf2 Kb8 76. Kc2 Ka8 77. Kd3 Kb8 78. Ke2 Ka8 79. Bg1 Kb8 80. Bf2 Ka8 81. Bg1 Kb8 82. Kd3 Ka8 83. Bf2 Kb8 84. Kc2 Ka8 85. Kd3",1/2-1/2,Stockfish 3,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,0.5,0.5,0,0,85,85,False,False,False,False,Stockfish 3 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,85,920.1508612632751,85,0
1765996039-6656,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. Nf3 d5 3. exd5 Bd6 4. Nc3 Qe7 5. Be2 e4 6. Nd4 Nf6 7. O-O Qe5 8. g3 Qxd4 9. d3 Na6 10. Be3 Qe5 11. d4 Qf5 12. Bxa6 bxa6 13. Qe2 Qg6 14. f3 exf3 15. Rxf3 Bg4 16. Raf1 Bxf3 17. Qxf3 Rd8 18. Ne2 O-O 19. Nf4 Qxc2 20. Nh5 Nxh5 21. Qxh5 Rde8 22. Bf4 Qe4 23. Qg4 Bxf4 24. Rxf4 Qb1+ 25. Kg2 Kh8 26. Kh3 Qg6 27. Qf3 f6 28. Rg4 Qc2 29. Qf4 f5 30. Rg5 Re2 31. Qh4 Rxh2#",0-1,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 3,,2.0,0.0,1.0,0,0,31,31,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 3,32,205.94898295402527,31,0
1765996822-8889,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. Nf3 d5 2. d4 Nf6 3. c4 c6 4. Nc3 e6 5. Bg5 Be7 6. Bxf6 Bxf6 7. Qb3 O-O 8. e3 Nd7 9. Be2 dxc4 10. Qxc4 Nb6 11. Qb3 Nd5 12. Rd1 Nxc3 13. Qxc3 Qb6 14. g4 c5 15. Ne5 cxd4 16. exd4 Rd8 17. O-O Bd7 18. Rd2 Bb5 19. Bxb5 Qxb5 20. f4 Rac8 21. Qf3 Qd5 22. g5 Qxf3 23. Rxf3 Bxe5 24. fxe5 Rd5 25. b3 Rcd8 26. Rfd3 Kf8 27. a4 Ke7 28. Kg2 Rc8 29. Kf2 Rc1 30. Rd1 Rc2+ 31. Kg3 Rb2 32. R1d2 Rxd2 33. Rxd2 Kd7 34. Kf3 Kc6 35. b4 a5 36. b5+ Kb6 37. Kf4 Rd8 38. Rd3 Rc8 39. Ke4 Rc4 40. Rf3 Rxa4 41. h4 Kxb5 42. Rxf7 Ra1 43. Rxb7+ Kc6 44. Ra7 a4 45. Re7 a3 46. Rxe6+ Kb5 47. Kd5 a2 48. Re8 Rc1 49. Rb8+ Ka6 50. Ra8+ Kb7 51. Rxa2 Rh1 52. Rf2 Rxh4 53. Rf3 Rg4 54. Rf5 Kc7 55. Rf7+ Kd8 56. Ra7 Rxg5 57. Kd6 Ke8 58. Ra8+ Kf7 59. e6+ Kf6 60. d5 Rg1 61. Rh8 h6 62. Rf8+ Kg6 63. e7 Re1 64. Rb8 h5 65. e8=Q+ Rxe8 66. Rxe8 Kg5 67. Ke6 g6 68. Ke5 Kg4 69. Kd4 g5 70. d6 h4 71. Rb8 h3 72. d7 h2 73. Rb1 Kg3 74. d8=Q Kg2 75. Qxg5+ Kf2 76. Rc1 Kf3 77. Rf1+ Ke2 78. Qg2#",1-0,Stockfish 3,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,2.0,,1.0,0.0,0,0,78,78,False,False,False,False,Stockfish 3 vs. lichess_200k_bins_16layers_ckpt_with_optimizer.pt,78,783.210283279419,78,0
