game_id,transcript,result,player_one,player_two,player_one_time,player_two_time,player_one_score,player_two_score,player_one_illegal_moves,player_two_illegal_moves,player_one_legal_moves,player_two_legal_moves,player_one_resignation,player_two_resignation,player_one_failed_to_find_legal_move,player_two_failed_to_find_legal_move,game_title,number_of_moves,time_taken,total_moves,illegal_moves
1765853753-7586,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e6 2. d4 c5 3. d5 exd5 4. exd5 h6 5. Nf3 Nf6 6. Bc4 Qe7+ 7. Be3 d6 8. O-O g5 9. Re1 Bg7 10. Bxc5 Ne4 11. Bd4 Kf8 12. Bxg7+ Kxg7 13. Nc3 Nxc3 14. Rxe7 Nxd1 15. Rxd1 Rd8 16. Rde1 a6 17. Re8 Nc6 18. dxc6 Rxe8 19. Rxe8 bxc6 20. Re7 Bg4 21. Rxf7+ Kg6 22. Rc7 Rc8 23. Rxc8 Kf6 24. Rxc6 Bxf3 25. gxf3 Ke5 26. Rxa6 h5 27. Ra5+ d5 28. Rxd5+ Ke6 29. Rxg5+ Kf6 30. Rxh5 Ke7 31. Rh6 Kf8 32. Rh7 Ke8 33. Ra7 Kd8 34. h4 Kc8 35. h5 Kb8 36. Rh7 Kc8 37. h6 Kb8 38. Rg7 Ka8 39. h7 Kb8 40. h8=Q#",1-0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 1,,0.1,1,0,0,0,40,40,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 1,40,60.670998334884644,40,0
1765853774-2024,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 a6 2. d4 e6 3. Nf3 Nc6 4. Nc3 h6 5. Bc4 Nf6 6. O-O d6 7. d5 Ne5 8. Nxe5 exd5 9. Nxd5 Nxd5 10. Bxd5 Qf6 11. Nxf7 Rg8 12. Nxd6+ cxd6 13. Bxg8 Bh3 14. gxh3 Qh4 15. Qf3 Kd8 16. Qg3 Qxe4 17. Bf4 Qc6 18. Rad1 g5 19. Bxd6 Bg7 20. Bf8+ Ke8 21. Bxg7 Qc5 22. Rfe1+ Qe5 23. Rxe5+",1-0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 1,,0.1,1,0,0,0,23,23,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 1,23,21.12686538696289,23,0
1765853860-6042,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 d5 2. exd5 Nf6 3. Nc3 Nxd5 4. Nxd5 Qxd5 5. Nf3 Bf5 6. d3 e6 7. Be2 Be7 8. O-O c5 9. c4 Qd8 10. Bf4 O-O 11. Ne5 g5 12. Bg3 f6 13. Nf3 Bg6 14. h3 Nc6 15. Nh2 f5 16. f4 Bd6 17. Qd2 gxf4 18. Bxf4 Bxf4 19. Qxf4 Kg7 20. Rad1 Qf6 21. b3 Rad8 22. Nf3 e5 23. Qg3 Rfe8 24. Nh4 f4 25. Qg4 Nd4 26. Nxg6 hxg6 27. Bf3 b6 28. Be4 Kh6 29. Rf2 Qg5 30. Qxg5+ Kxg5 31. Rdf1 Nf5 32. Bxf5 gxf5 33. Rd1 Rd4 34. Rfd2 Red8 35. Kf2 e4 36. Ke2 e3 37. Rc2 Kf6 38. Rc3 Ke5 39. a3 Rg8 40. Rg1 Rg3 41. b4 Rd8 42. bxc5 bxc5 43. Rb3 Rdg8 44. Rb7 a6 45. Re7+ Kd6 46. Ra7 Rxg2+ 47. Rxg2 Rxg2+ 48. Kf3 Rf2#",0-1,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 1,,0.1,0,1,0,0,48,48,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 1,49,85.91120290756226,48,0
1765853932-7808,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. Nf3 Qe7 3. Bc4 c5 4. d3 h6 5. Nc3 Nc6 6. Nd5 Qd6 7. O-O Na5 8. Bb5 Ne7 9. Nxe7 Bxe7 10. Bd2 a6 11. Bxa5 axb5 12. Bc3 Bf6 13. a3 O-O 14. b4 b6 15. bxc5 bxc5 16. Qb1 Qe6 17. Qxb5 Qd6 18. Qc4 Ba6 19. Qd5 Qe7 20. Rfb1 Rfd8 21. Ba5 Rdc8 22. Bb6 c4 23. dxc4 Rab8 24. Ba7 Ra8 25. Be3 Qe8 26. Rb6 Rxc4 27. Rxa6 Rac8 28. Ra7 Rc3 29. Rxd7 Qf8 30. Rd1 Be7 31. Nxe5 Rxa3 32. Ng6 Bb4 33. Nxf8 Be7 34. Rxe7 Kh8 35. Rxf7 Rxc2 36. Rd7 Rca2 37. Rd8 Ra5 38. Ng6+ Kh7 39. Qg8+ Kxg6 40. R8d6+ Kh5 41. Qxg7 Rg5 42. Qxh6+ Kg4 43. Qxg5#",1-0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 1,,0.1,1,0,0,0,43,43,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 1,43,71.49843144416809,43,0
1765853942-4302,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 Qe7 5. Nxf7 Rg8 6. Ng5 d6 7. Bxg8 Nxg8 8. Nxh7 Qh4 9. Nxf8 Qxe4+ 10. Qe2 Qxg2 11. Rf1 Nd4 12. Qh5+ Kxf8 13. c3 Bh3 14. Qd1 Qe4+ 15. Qe2 Qxe2#",0-1,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 1,,0.1,0,1,0,0,15,15,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 1,16,10.873701810836792,15,0
1765854188-9915,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. Nf3 d6 3. Bc4 Nc6 4. d3 h6 5. Nc3 Be7 6. Nd5 Nf6 7. Nxe7 Nxe7 8. O-O c5 9. Be3 b6 10. c3 O-O 11. d4 cxd4 12. cxd4 exd4 13. Bxd4 Nxe4 14. Qd3 Nc5 15. Bxc5 Bf5 16. Qd4 bxc5 17. Qd2 Qc7 18. Rad1 Rad8 19. Nh4 Bh7 20. Qf4 Nc6 21. Nf5 Bxf5 22. Qxf5 Ne5 23. Bd5 Rb8 24. b3 Nd7 25. Be4 g6 26. Qh3 Nf6 27. Bd5 h5 28. Qf3 Nxd5 29. Rxd5 Qc6 30. Rfd1 Rb6 31. Qf6 Re8 32. h3 Re6 33. Qd8+ Re8 34. Qf6 Re6 35. Qd8+ Kg7 36. Qg5 Qe8 37. Qd2 Re2 38. Qc3+ Kh7 39. Rxd6 Qe4 40. Rxb6 axb6 41. Rd7 Qf5 42. Qg3 Qxd7 43. Qf3 Re1+ 44. Kh2 b5 45. Qc3 Rd1 46. Qxc5 Qd6+ 47. Qxd6 Rxd6 48. Kg3 h4+ 49. Kxh4 Rd4+ 50. Kg3 Rb4 51. Kf3 f6 52. Ke3 Kh6 53. Kd3 g5 54. Kc3 Re4 55. Kd3 Re1 56. Kd2 Re6 57. Kd3 Re5 58. Kd4 Kg6 59. Kd3 Kg7 60. Kd4 Kf7 61. Kd3 Kf8 62. Kd4 Re1 63. Kd3 b4 64. Kc4 Re2 65. Kxb4 Rxa2 66. Kc3 Ra6 67. b4 Ke8 68. Kc4 Ra3 69. b5 Ra1 70. Kc5 Kd7 71. b6 Re1 72. Kb5 Rb1+ 73. Ka6 Rb2 74. b7 Kc6 75. Ka7 Rxb7+ 76. Ka6 Rb8 77. Ka7 Rb4 78. Ka6 Ra4#",0-1,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 1,,0.1,0,1,0,0,78,78,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 1,79,245.09726691246033,78,0
1765854398-4052,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. Nf3 d6 3. Bc4 Be7 4. d4 Nf6 5. dxe5 Nxe4 6. exd6 Qxd6 7. Qxd6 cxd6 8. O-O Nf6 9. Re1 Nc6 10. Bg5 Be6 11. Bxe6 fxe6 12. Rxe6 O-O-O 13. Nc3 Kd7 14. Rae1 Rde8 15. Bxf6 Bxf6 16. Rxe8 Rxe8 17. Rxe8 Kxe8 18. Nd5 Bxb2 19. Ng5 h6 20. Ne6 Nd4 21. Nxg7+ Kd8 22. Nf5 Nxf5 23. g4 Nh4 24. f4 Bh8 25. Kf2 Kc8 26. Kg3 Ng6 27. f5 Ne5 28. Kf4 Nf7 29. h4 Bb2 30. g5 hxg5+ 31. hxg5 Bc1+ 32. Kg4 Nxg5 33. f6 Nh7 34. Kf5 b5 35. Kg6 Nxf6 36. Kxf6 Kd7 37. Kf5 Ba3 38. Ke4 Kc6 39. Kd4 a6 40. c4 Bc5+ 41. Kc3 Bg1 42. Nb4+ Kb6 43. cxb5 axb5 44. Nd5+ Kc5 45. Nc7 b4+ 46. Kb3 Bf2 47. Ne6+ Kd5 48. Nf4+ Ke4 49. Ne2 Kf3 50. Nc1 Bd4 51. Kxb4 Be3 52. Nd3 Ba7 53. a4 d5 54. a5 Ke4 55. Nc5+ Ke3 56. Nb7 Bb8 57. a6 Kd3 58. Nc5+ Kd2 59. Nd7 Ba7 60. Ne5 Ke2 61. Nc6 Bg1 62. a7 Bxa7 63. Nxa7 d4 64. Nb5 d3 65. Nc3+ Kd2 66. Kc4 Ke3 67. Nd1+ Ke2 68. Kc3 Kxd1 69. Kxd3",1/2-1/2,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 1,,0.1,1/2,1/2,0,0,69,69,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 1,69,210.0495584011078,69,0
1765854418-2580,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. Nf3 Nc6 3. Bc4 d6 4. d3 Na5 5. Bb3 c5 6. Ng5 f5 7. Nf7 Qh4 8. Nxh8 Nf6 9. Nf7 c4 10. Bxc4 Nxc4 11. dxc4 Qxe4+ 12. Be3 Qxg2 13. Rf1 f4 14. Nxd6+ Bxd6 15. Qxd6 Bg4 16. Qxe5+ Kf7 17. Qxf4 h6 18. Nc3 g5 19. Qc7+ Kf8 20. Bc5+ Ke8 21. Qe7+",1-0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 1,,0.1,1,0,0,0,21,21,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 1,21,20.493396282196045,21,0
1765854448-9449,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 d6 2. d4 Nf6 3. Nc3 e5 4. dxe5 Ng4 5. exd6 cxd6 6. Bb5+ Bd7 7. Bxd7+ Qxd7 8. Nf3 Nf6 9. O-O h6 10. e5 Nh7 11. exd6 Ng5 12. Nxg5 Na6 13. Re1+ Be7 14. Rxe7+ Kd8 15. Rxd7+ Kxd7 16. Nxf7 Ke8 17. Nxh8 Rd8 18. Qe2+ Kf8 19. Qe7+ Kg8 20. Qxd8+ Kh7 21. Nf7 Nc5 22. Qh8+ Kg6 23. Ne5+ Kh5 24. Qxg7 b5 25. Qxh6+",1-0,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 1,,0.1,1,0,0,0,25,25,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 1,25,29.401707887649536,25,0
1765854539-2185,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 c5 2. Nf3 e6 3. d4 Be7 4. d5 Nf6 5. d6 Bxd6 6. Qxd6 Nxe4 7. Qe5 d5 8. Qxg7 Rf8 9. Bh6 Nd7 10. Qxh7 Ndf6 11. Qg7 Rg8 12. Qxg8+ Nxg8 13. Bf4 Qb6 14. b3 f6 15. Bd3 Qb4+ 16. Nbd2 e5 17. Be3 Ne7 18. O-O Nc3 19. a3 Qa5 20. b4 Qd8 21. Bxc5 Be6 22. Bb5+ Bd7 23. Bxd7+ Kxd7 24. Rfe1 b6 25. Bxe7 Qxe7 26. Nb3 Rc8 27. Nfd4 Qg7 28. Nf5 Qg6 29. Ng3 Qh7 30. Rac1 d4 31. Ne4 Qg7 32. Nxc3 Qh6 33. Ne4 Qf4 34. Ng3 Rc3 35. Ne2 Qg4 36. Nxc3 dxc3 37. Rcd1+ Kc6 38. Rd3 Kb5 39. Rxc3 f5 40. Rxe5+ Ka6 41. Ree3 Qd1+ 42.",0-1,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 1,,0.1,0,1,5,0,41,42,False,False,True,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 1,42,91.92200493812561,42,0
1765854691-8002,"[White ""Magnus Carlsen""]
[Black ""Stockfish""]

1. e4 e5 2. Nf3 d6 3. Bc4 Bg4 4. h3 Be6 5. Bxe6 fxe6 6. d4 Nc6 7. dxe5 h6 8. exd6 a6 9. dxc7 Qxc7 10. O-O Bc5 11. Nc3 Nf6 12. Re1 Nd7 13. Be3 Rd8 14. Bxc5 Nxc5 15. Qe2 b5 16. Rad1 Rxd1 17. Rxd1 O-O 18. e5 Rf5 19. Rd6 Nxe5 20. Nxe5 Qxd6 21. Nf3 Rf7 22. Ne4 Qc7 23. Nxc5 Qxc5 24. Qxe6 Qf5 25. Qxa6 Kh7 26. Qc6 Rf6 27. Qc3 Qd5 28. Qd3+ Qxd3 29. cxd3 Ra6 30. a3 Rc6 31. Nd4 Rc5 32. Kf1 b4 33. axb4 Re5 34. b5 Kh8 35. b6 Re7 36. Nc6 Rd7 37. b7 Rxb7 38. Ne5 Rb3 39. Nf7+ Kg8 40. Ne5 Rxb2 41. d4 h5 42. d5 Kf8 43. d6 g5 44. d7 Ke7 45. Nc6+ Kxd7 46. Ne5+ Ke6 47. Nf3 g4 48. hxg4 Kf6 49. gxh5 Rb1+ 50. Ke2 Kf5 51. h6 Kg6 52. h7 Rb2+ 53. Ke3 Kg7 54. Ng5 Ra2 55. f4 Kh8 56. f5 Rxg2 57. Kf4 Rg1 58. f6 Rg4+ 59. Kxg4",1/2-1/2,lichess_200k_bins_16layers_ckpt_with_optimizer.pt,Stockfish 1,,0.1,1/2,1/2,0,0,59,59,False,False,False,False,lichess_200k_bins_16layers_ckpt_with_optimizer.pt vs. Stockfish 1,59,151.14787197113037,59,0
